source_id,name,cuisine_type,website,phone,google_maps_url,address_full,postal_code,neighborhood
333,La Bodegueta,Spanish,https://labodegueta.cat/,+34 932154894,https://www.google.com/maps/search/?api=1&query=La+Bodegueta+Rambla+de+Catalunya%2C+100+Barcelona,"Rambla de Catalunya, 100",08008,Eixample
334,Can Kenji,Japanese,,,https://www.google.com/maps/search/?api=1&query=Can+Kenji+C%2F+del+Rossell%C3%B3%2C+325+Barcelona,"C/ del Rosselló, 325",08037,Eixample
335,Somiatruites,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Somiatruites+C%2F+del+Consell+de+Cent%2C+184+Barcelona,"C/ del Consell de Cent, 184",08011,Eixample
336,El Rincón Maya,Mexican,,,https://www.google.com/maps/search/?api=1&query=El+Rinc%C3%B3n+Maya+C%2F+de+Val%C3%A8ncia%2C+183+Barcelona,"C/ de València, 183",08011,Eixample
337,Teresa Carles,Vegetarian/Vegan,https://teresacarles.com/,+34 933171829,https://www.google.com/maps/search/?api=1&query=Teresa+Carles+C%2F+de+Jovellanos%2C+2+Barcelona,"C/ de Jovellanos, 2",08001,Eixample
338,Elisabets,Spanish,,+34 933175826,https://www.google.com/maps/search/?api=1&query=Elisabets+C%2F+d%27Elisabets%2C+2+Barcelona,"C/ d'Elisabets, 2",08001,El Raval
339,78|33,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=78%7C33+C%2F+de+Ferlandina%2C+29+Barcelona,"C/ de Ferlandina, 29",08001,El Raval
340,Palosanto Tapas Bar,Spanish,https://palosantotapasbar.com/,,https://www.google.com/maps/search/?api=1&query=Palosanto+Tapas+Bar+Rambla+del+Raval%2C+26+Barcelona,"Rambla del Raval, 26",08001,El Raval
341,Güell Tapas,Spanish,https://guelltapas.com/,+34 933015558,https://www.google.com/maps/search/?api=1&query=G%C3%BCell+Tapas+C%2F+Nou+de+la+Rambla%2C+20+Barcelona,"C/ Nou de la Rambla, 20",08001,El Raval
342,Gats,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Gats+C%2F+del+Carme%2C+28+Barcelona,"C/ del Carme, 28",08001,El Raval
343,Bar Pinotxo,Spanish,https://pinotxobar.com/,+34 933171731,https://www.google.com/maps/search/?api=1&query=Bar+Pinotxo+La+Boqueria%2C+Pl.+66-67+Barcelona,"La Boqueria, Pl. 66-67",08001,El Raval
344,Koy Shunka,Japanese,https://koyshunka.com/,+34 934127939,https://www.google.com/maps/search/?api=1&query=Koy+Shunka+C%2F+de+Copons%2C+7+Barcelona,"C/ de Copons, 7",08002,El Raval
345,Bar Lobo,Mediterranean,https://grupotragaluz.com/restaurante/bar-lobo/,+34 934813346,https://www.google.com/maps/search/?api=1&query=Bar+Lobo+C%2F+del+Pintor+Fortuny%2C+3+Barcelona,"C/ del Pintor Fortuny, 3",08001,El Raval
346,Biblioteca,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Biblioteca+C%2F+de+la+Junta+de+Comer%C3%A7%2C+28+Barcelona,"C/ de la Junta de Comerç, 28",08001,El Raval
347,La Boqueria Market Stalls,Other,https://boqueria.barcelona/,+34 934132303,https://www.google.com/maps/search/?api=1&query=La+Boqueria+Market+Stalls+La+Rambla%2C+91+Barcelona,"La Rambla, 91",08001,El Raval
348,Sesamo,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=Sesamo+C%2F+de+Sant+Antoni+Abat%2C+52+Barcelona,"C/ de Sant Antoni Abat, 52",08001,El Raval
349,Quimet & Quimet,Spanish,https://www.quimetquimet.com/,+34 934423142,https://www.google.com/maps/search/?api=1&query=Quimet+%26+Quimet+C%2F+del+Poeta+Cabanyes%2C+25+Barcelona,"C/ del Poeta Cabanyes, 25",08004,Poble Sec
350,Bar Seco,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Bar+Seco+Pg.+de+Montju%C3%AFc%2C+74+Barcelona,"Pg. de Montjuïc, 74",08038,Poble Sec
351,Al Bistró,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Al+Bistr%C3%B3+C%2F+de+Blai%2C+56+Barcelona,"C/ de Blai, 56",08004,Poble Sec
352,La Tomaquera,Catalan,https://latomaquera.cat/,+34 675902389,https://www.google.com/maps/search/?api=1&query=La+Tomaquera+C%2F+de+Margarit%2C+58+Barcelona,"C/ de Margarit, 58",08004,Poble Sec
353,Bodega Saltó,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bodega+Salt%C3%B3+C%2F+de+Blesa%2C+36+Barcelona,"C/ de Blesa, 36",08004,Poble Sec
354,La Bella Napoli,Italian,https://labellanapoli.es/,+34 934426056,https://www.google.com/maps/search/?api=1&query=La+Bella+Napoli+C%2F+de+Margarit%2C+14+Barcelona,"C/ de Margarit, 14",08004,Poble Sec
355,Federal Café Poble Sec,Café,https://federalcafe.es/,+34 934334551,https://www.google.com/maps/search/?api=1&query=Federal+Caf%C3%A9+Poble+Sec+C%2F+del+Parlament%2C+39+Barcelona,"C/ del Parlament, 39",08015,Poble Sec
356,Palo Cortao,Spanish,,,https://www.google.com/maps/search/?api=1&query=Palo+Cortao+C%2F+de+Nou+de+la+Rambla%2C+146+Barcelona,"C/ de Nou de la Rambla, 146",08004,Poble Sec
357,Can Paixano (La Xampanyeria),Spanish,https://canpaixano.com/,+34 933100839,https://www.google.com/maps/search/?api=1&query=Can+Paixano+%28La+Xampanyeria%29+C%2F+de+la+Reina+Cristina%2C+7+Barcelona,"C/ de la Reina Cristina, 7",08003,Barceloneta
358,Vaso de Oro,Spanish,https://vasodeoro.com/,+34 933193098,https://www.google.com/maps/search/?api=1&query=Vaso+de+Oro+C%2F+de+Balboa%2C+6+Barcelona,"C/ de Balboa, 6",08003,Barceloneta
359,El Chiringuito de la Barceloneta,Seafood,https://elchiringuito.com/,+34 932258018,https://www.google.com/maps/search/?api=1&query=El+Chiringuito+de+la+Barceloneta+Pg.+Mar%C3%ADtim%2C+30+Barcelona,"Pg. Marítim, 30",08003,Barceloneta
360,Salamanca,Seafood,https://restaurantesalamanca.es/,+34 932213033,https://www.google.com/maps/search/?api=1&query=Salamanca+C%2F+de+l%27Almirall+Cervera%2C+34+Barcelona,"C/ de l'Almirall Cervera, 34",08003,Barceloneta
361,1881 per Sagardi,Basque,https://www.sagardi.com/1881/,+34 932212185,https://www.google.com/maps/search/?api=1&query=1881+per+Sagardi+Pl.+de+Pau+Vila%2C+3+Barcelona,"Pl. de Pau Vila, 3",08003,Barceloneta
362,Gilda by Belgious,Other,https://gildabcn.com/,+34 933176454,https://www.google.com/maps/search/?api=1&query=Gilda+by+Belgious+C%2F+Ample%2C+34+Barcelona,"C/ Ample, 34",08002,Barri Gòtic
363,Tapas del Gòtic,Spanish,,,https://www.google.com/maps/search/?api=1&query=Tapas+del+G%C3%B2tic+C%2F+de+Montsi%C3%B3%2C+5+Barcelona,"C/ de Montsió, 5",08002,Barri Gòtic
364,Granja Dulcinea,Café,,+34 933026824,https://www.google.com/maps/search/?api=1&query=Granja+Dulcinea+C%2F+de+Petritxol%2C+2+Barcelona,"C/ de Petritxol, 2",08002,Barri Gòtic
365,Los Caracoles,Catalan,https://loscaracoles.es/,+34 933912041,https://www.google.com/maps/search/?api=1&query=Los+Caracoles+C%2F+dels+Escudellers%2C+14+Barcelona,"C/ dels Escudellers, 14",08002,Barri Gòtic
366,Agut,Catalan,http://www.restaurantagut.com/,+34 933151709,https://www.google.com/maps/search/?api=1&query=Agut+C%2F+d%27en+Gign%C3%A0s%2C+16+Barcelona,"C/ d'en Gignàs, 16",08002,Barri Gòtic
367,Passadís del Pep,Seafood,https://passadis.com/,+34 933101021,https://www.google.com/maps/search/?api=1&query=Passad%C3%ADs+del+Pep+Pl.+del+Palau%2C+2+Barcelona,"Pl. del Palau, 2",08003,El Born
368,Llamber,Mediterranean,https://llamber.com/,+34 933196250,https://www.google.com/maps/search/?api=1&query=Llamber+C%2F+de+la+Fusina%2C+5+Barcelona,"C/ de la Fusina, 5",08003,El Born
369,Tantarantana,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Tantarantana+C%2F+de+Tantarantana%2C+24+Barcelona,"C/ de Tantarantana, 24",08003,El Born
370,El 58,Spanish,https://el58.es/,+34 933191658,https://www.google.com/maps/search/?api=1&query=El+58+Rambla+del+Poblenou%2C+58+Barcelona,"Rambla del Poblenou, 58",08005,Poblenou
371,Batea,Seafood,,+34 933 214 501,https://www.google.com/maps/search/?api=1&query=Batea+Rambla+del+Poblenou%2C+16+Barcelona,"Rambla del Poblenou, 16",08005,Poblenou
372,Atipical,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Atipical+C%2F+de+Llull%2C+259+Barcelona,"C/ de Llull, 259",08005,Poblenou
373,Superlocal,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Superlocal+C%2F+de+Pere+IV%2C+168+Barcelona,"C/ de Pere IV, 168",08005,Poblenou
374,Can Dennís,Catalan,,,https://www.google.com/maps/search/?api=1&query=Can+Denn%C3%ADs+C%2F+de+Pasqual+de+Gaiola%2C+5+Barcelona,"C/ de Pasqual de Gaiola, 5",08005,Poblenou
375,La Pubilla del Poblenou,Catalan,,,https://www.google.com/maps/search/?api=1&query=La+Pubilla+del+Poblenou+C%2F+de+Mari%C3%A0+Aguil%C3%B3%2C+149+Barcelona,"C/ de Marià Aguiló, 149",08005,Poblenou
376,Parking Pizza,Italian,https://parkingpizza.com/,+34 937102363,https://www.google.com/maps/search/?api=1&query=Parking+Pizza+C%2F+de+Llull%2C+72+Barcelona,"C/ de Llull, 72",08005,Poblenou
377,Intrèpid de Gràcia,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Intr%C3%A8pid+de+Gr%C3%A0cia+C%2F+del+Torrent+de+l%27Olla%2C+176+Barcelona,"C/ del Torrent de l'Olla, 176",08012,Gràcia
378,L'olla del Torrent,French,,,https://www.google.com/maps/search/?api=1&query=L%27olla+del+Torrent+C%2F+del+Torrent+de+l%27Olla%2C+106+Barcelona,"C/ del Torrent de l'Olla, 106",08012,Gràcia
379,Bar Alegría Gràcia,Spanish,https://baralegriarestaurante.com/,+34 934152078,https://www.google.com/maps/search/?api=1&query=Bar+Alegr%C3%ADa+Gr%C3%A0cia+C%2F+del+Torrent+de+l%27Olla%2C+77+Barcelona,"C/ del Torrent de l'Olla, 77",08012,Gràcia
380,Pepa Tomate,Mediterranean,https://www.pepatomategrup.com/,+34 932104698,https://www.google.com/maps/search/?api=1&query=Pepa+Tomate+Pl.+de+la+Revoluci%C3%B3%2C+15+Barcelona,"Pl. de la Revolució, 15",08012,Gràcia
381,Botafumeiro,Seafood,https://botafumeiro.es/,+34 932184230,https://www.google.com/maps/search/?api=1&query=Botafumeiro+C%2F+Gran+de+Gr%C3%A0cia%2C+81+Barcelona,"C/ Gran de Gràcia, 81",08012,Gràcia
382,La Llar dels Orígens,Catalan,,,https://www.google.com/maps/search/?api=1&query=La+Llar+dels+Or%C3%ADgens+C%2F+de+Ramon+y+Cajal%2C+12+Barcelona,"C/ de Ramon y Cajal, 12",08012,Gràcia
383,Ipar-Txoko,Basque,,,https://www.google.com/maps/search/?api=1&query=Ipar-Txoko+C%2F+de+Mozart%2C+22+Barcelona,"C/ de Mozart, 22",08012,Gràcia
384,Café del Sol,Mediterranean,https://cafedelsol.cat/,+34 934156863,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9+del+Sol+Pl.+del+Sol%2C+16+Barcelona,"Pl. del Sol, 16",08012,Gràcia
385,Chivuo's,Gastropub,https://chivuos.com/,+34 936670145,https://www.google.com/maps/search/?api=1&query=Chivuo%27s+C%2F+de+Torrijos%2C+30+Barcelona,"C/ de Torrijos, 30",08012,Gràcia
386,Lolita Tapería,Spanish,https://lolitataperia.com/,+34 934245231,https://www.google.com/maps/search/?api=1&query=Lolita+Taper%C3%ADa+C%2F+de+Tamarit%2C+104+Barcelona,"C/ de Tamarit, 104",08015,Sant Antoni
387,Tarannà,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Tarann%C3%A0+C%2F+de+Viladomat%2C+23+Barcelona,"C/ de Viladomat, 23",08015,Sant Antoni
388,La Flauta del Paralelo,Spanish,https://laflautagroup.com/,+34 934414133,https://www.google.com/maps/search/?api=1&query=La+Flauta+del+Paralelo+Av.+del+Paral%C2%B7lel%2C+32+Barcelona,"Av. del Paral·lel, 32",08001,Sants
389,Bar Calders,Mediterranean,https://barcalders.cat/,+34 933299349,https://www.google.com/maps/search/?api=1&query=Bar+Calders+C%2F+del+Parlament%2C+25+Barcelona,"C/ del Parlament, 25",08015,Sant Antoni
390,Cervecería Naviera,Spanish,,,https://www.google.com/maps/search/?api=1&query=Cervecer%C3%ADa+Naviera+Av.+Diagonal%2C+534+Barcelona,"Av. Diagonal, 534",08029,Les Corts
391,Vivanda,Catalan,https://vivanda.cat/,+34 932031918,https://www.google.com/maps/search/?api=1&query=Vivanda+C%2F+Major+de+Sarri%C3%A0%2C+134+Barcelona,"C/ Major de Sarrià, 134",08017,Sarrià-Sant Gervasi
392,Tram-Tram,Catalan,,,https://www.google.com/maps/search/?api=1&query=Tram-Tram+C%2F+Major+de+Sarri%C3%A0%2C+121+Barcelona,"C/ Major de Sarrià, 121",08017,Sarrià-Sant Gervasi
393,El Asador de Aranda,Spanish,https://asadordearanda.net/,+34 934170115,https://www.google.com/maps/search/?api=1&query=El+Asador+de+Aranda+Av.+del+Tibidabo%2C+31+Barcelona,"Av. del Tibidabo, 31",08022,Sarrià-Sant Gervasi
394,Via Veneto,Catalan,https://viavenetobarcelona.com/,+34 932007244,https://www.google.com/maps/search/?api=1&query=Via+Veneto+C%2F+de+Ganduxer%2C+10+Barcelona,"C/ de Ganduxer, 10",08021,Sarrià-Sant Gervasi
395,Can Travi Nou,Catalan,https://gruptravi.com/ca/can-travi-nou/,+34 934280301,https://www.google.com/maps/search/?api=1&query=Can+Travi+Nou+C%2F+de+Jorge+Manrique%2C+s%2Fn+Barcelona,"C/ de Jorge Manrique, s/n",08035,Horta-Guinardó
396,Torre de Alta Mar,Seafood,https://torredealtamar.com/,+34 932210007,https://www.google.com/maps/search/?api=1&query=Torre+de+Alta+Mar+Pg.+de+Joan+de+Borb%C3%B3%2C+88+Barcelona,"Pg. de Joan de Borbó, 88",08039,Barceloneta
397,Fukamura,Japanese,,,https://www.google.com/maps/search/?api=1&query=Fukamura+C%2F+de+Cal%C3%A0bria%2C+95+Barcelona,"C/ de Calàbria, 95",08015,Eixample
398,Casa Fiero,Spanish,,,https://www.google.com/maps/search/?api=1&query=Casa+Fiero+C%2F+de+Londres%2C+45+Barcelona,"C/ de Londres, 45",08036,Eixample
399,Kay Kebab,Turkish,,,https://www.google.com/maps/search/?api=1&query=Kay+Kebab+Pl.+del+Letamendi%2C+30+Barcelona,"Pl. del Letamendi, 30",08007,Eixample
400,22:22 Cultura Dulce,Mexican,,,https://www.google.com/maps/search/?api=1&query=22%3A22+Cultura+Dulce+C%2F+de+Par%C3%ADs%2C+165+Barcelona,"C/ de París, 165",08036,Eixample
401,Bar Universal,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Bar+Universal+C%2F+d%27Aribau%2C+62+Barcelona,"C/ d'Aribau, 62",08011,Eixample
402,New Pause Coffee Bar,Café,,,https://www.google.com/maps/search/?api=1&query=New+Pause+Coffee+Bar+C%2F+de+C%C3%B2rsega%2C+211+Barcelona,"C/ de Còrsega, 211",08036,Eixample
403,Artchur,Spanish,,,https://www.google.com/maps/search/?api=1&query=Artchur+C%2F+de+Muntaner%2C+61+Barcelona,"C/ de Muntaner, 61",08011,Eixample
404,Wondmo,Chinese,,,https://www.google.com/maps/search/?api=1&query=Wondmo+C%2F+de+la+Diputaci%C3%B3%2C+168+Barcelona,"C/ de la Diputació, 168",08011,Eixample
405,Mizzica,Italian,,,https://www.google.com/maps/search/?api=1&query=Mizzica+C%2F+d%27Enric+Granados%2C+9+Barcelona,"C/ d'Enric Granados, 9",08007,Eixample
406,Ares Eixample,French,,,https://www.google.com/maps/search/?api=1&query=Ares+Eixample+Rambla+de+Catalunya%2C+29+Barcelona,"Rambla de Catalunya, 29",08007,Eixample
407,Babula Bar 1937,Spanish,,,https://www.google.com/maps/search/?api=1&query=Babula+Bar+1937+C%2F+de+Pau+Claris%2C+167+Barcelona,"C/ de Pau Claris, 167",08037,Eixample
408,Joséphine,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Jos%C3%A9phine+C%2F+de+Pau+Claris%2C+100+Barcelona,"C/ de Pau Claris, 100",08009,Eixample
409,Fugaz,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Fugaz+C%2F+de+Mallorca%2C+170+Barcelona,"C/ de Mallorca, 170",08036,Eixample
410,Glug Bar,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Glug+Bar+C%2F+de+Villadomat%2C+289+Barcelona,"C/ de Villadomat, 289",08029,Eixample
411,Birika,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Birika+Pg.+de+Gr%C3%A0cia%2C+29+Barcelona,"Pg. de Gràcia, 29",08007,Eixample
412,Parda Steakhouse,Spanish,,,https://www.google.com/maps/search/?api=1&query=Parda+Steakhouse+C%2F+del+Rossell%C3%B3%2C+331+Barcelona,"C/ del Rosselló, 331",08037,Eixample
413,Matcha Crew,Café,,,https://www.google.com/maps/search/?api=1&query=Matcha+Crew+C%2F+de+Val%C3%A8ncia%2C+418+Barcelona,"C/ de València, 418",08013,Eixample
414,Generation B,Café,,,https://www.google.com/maps/search/?api=1&query=Generation+B+C%2F+de+Girona%2C+118+Barcelona,"C/ de Girona, 118",08009,Eixample
415,Manifest,Café,,,https://www.google.com/maps/search/?api=1&query=Manifest+C%2F+de+Castillejos%2C+285+Barcelona,"C/ de Castillejos, 285",08025,Eixample
416,Prima Salvaje,Café,,,https://www.google.com/maps/search/?api=1&query=Prima+Salvaje+C%2F+de+Girona%2C+181+Barcelona,"C/ de Girona, 181",08025,Eixample
417,Melodia,Greek,,,https://www.google.com/maps/search/?api=1&query=Melodia+C%2F+dels+Enamorats%2C+77+Barcelona,"C/ dels Enamorats, 77",08013,Eixample
418,Moku,Café,,,https://www.google.com/maps/search/?api=1&query=Moku+C%2F+de+Proven%C3%A7a%2C+366+Barcelona,"C/ de Provença, 366",08037,Eixample
419,Cocina Hermanos Torres,Mediterranean,https://cocinahermanostorres.com/,+34 934100020,https://www.google.com/maps/search/?api=1&query=Cocina+Hermanos+Torres+C%2F+del+Taqu%C3%ADgraf+Serra%2C+20+Barcelona,"C/ del Taquígraf Serra, 20",08029,Les Corts
420,Arrosseria Xàtiva Les Corts,Spanish,https://grupxativa.com/,+34 932848502,https://www.google.com/maps/search/?api=1&query=Arrosseria+X%C3%A0tiva+Les+Corts+C%2F+de+Galileu%2C+96+Barcelona,"C/ de Galileu, 96",08028,Les Corts
421,Bar Restaurante Las Corts,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+Restaurante+Las+Corts+Travessera+de+les+Corts%2C+110+Barcelona,"Travessera de les Corts, 110",08028,Les Corts
422,Can Fusté,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Can+Fust%C3%A9+C%2F+de+Vallespir%2C+45+Barcelona,"C/ de Vallespir, 45",08014,Les Corts
423,Manda Huevos,Spanish,,,https://www.google.com/maps/search/?api=1&query=Manda+Huevos+Travessera+de+les+Corts%2C+66+Barcelona,"Travessera de les Corts, 66",08028,Les Corts
424,El Guajolote,Mexican,,,https://www.google.com/maps/search/?api=1&query=El+Guajolote+C%2F+de+Galileu%2C+71+Barcelona,"C/ de Galileu, 71",08028,Les Corts
425,El Tap,Gastropub,,,https://www.google.com/maps/search/?api=1&query=El+Tap+Travessera+de+les+Corts%2C+44+Barcelona,"Travessera de les Corts, 44",08028,Les Corts
426,Putxinel·lis,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Putxinel%C2%B7lis+C%2F+de+Num%C3%A0ncia%2C+90+Barcelona,"C/ de Numància, 90",08029,Les Corts
427,Bodega Brugal,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bodega+Brugal+C%2F+de+Galileu%2C+105+Barcelona,"C/ de Galileu, 105",08028,Les Corts
428,Beirut Restaurant,Lebanese,,,https://www.google.com/maps/search/?api=1&query=Beirut+Restaurant+C%2F+de+Vallespir%2C+22+Barcelona,"C/ de Vallespir, 22",08014,Les Corts
429,9 Reinas Gourmet,Argentine,https://nuevereinas.com/,+34 933 486 820,https://www.google.com/maps/search/?api=1&query=9+Reinas+Gourmet+Av.+Diagonal%2C+648+Barcelona,"Av. Diagonal, 648",08017,Sarrià-Sant Gervasi
430,Dos Torres,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Dos+Torres+Av.+Pearson%2C+2+Barcelona,"Av. Pearson, 2",08034,Sarrià-Sant Gervasi
431,El Jardí de l'Abadessa,Mediterranean,https://jardiabadessa.com/,,https://www.google.com/maps/search/?api=1&query=El+Jard%C3%AD+de+l%27Abadessa+Av.+de+Pedralbes%2C+30+Barcelona,"Av. de Pedralbes, 30",08034,Sarrià-Sant Gervasi
432,Crep Nova Pedralbes,Italian,,,https://www.google.com/maps/search/?api=1&query=Crep+Nova+Pedralbes+C%2F+del+Dr.+August+Pi+i+Sunyer%2C+12+Barcelona,"C/ del Dr. August Pi i Sunyer, 12",08034,Sarrià-Sant Gervasi
433,Txalaparta,Basque,https://restaurantetxalaparta.com/,,https://www.google.com/maps/search/?api=1&query=Txalaparta+C%2F+de+Sants%2C+210+Barcelona,"C/ de Sants, 210",08028,Sants
434,Tremendo Bar,Spanish,,,https://www.google.com/maps/search/?api=1&query=Tremendo+Bar+C%2F+de+Sants%2C+150+Barcelona,"C/ de Sants, 150",08028,Sants
435,La Nova Farga,Catalan,,,https://www.google.com/maps/search/?api=1&query=La+Nova+Farga+C%2F+de+la+Creu+Coberta%2C+83+Barcelona,"C/ de la Creu Coberta, 83",08014,Sants
436,El Rebost d'Hostafrancs,Mediterranean,https://elrebostdhostafrancs.com/,,https://www.google.com/maps/search/?api=1&query=El+Rebost+d%27Hostafrancs+Gran+Via+de+les+Corts+Catalanes%2C+415+Barcelona,"Gran Via de les Corts Catalanes, 415",08015,Sants
437,Café Bar Ernesto,Spanish,,,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9+Bar+Ernesto+C%2F+de+la+Creu+Coberta%2C+62+Barcelona,"C/ de la Creu Coberta, 62",08014,Sants
438,Bar Lola Tapas y Platillos,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+Lola+Tapas+y+Platillos+Gran+Via+de+les+Corts+Catalanes%2C+450+Barcelona,"Gran Via de les Corts Catalanes, 450",08015,Sants
439,Tapaspuma,Spanish,,,https://www.google.com/maps/search/?api=1&query=Tapaspuma+Gran+Via+de+les+Corts+Catalanes%2C+420+Barcelona,"Gran Via de les Corts Catalanes, 420",08015,Sants
440,Ugarit Sants,Middle Eastern,,,https://www.google.com/maps/search/?api=1&query=Ugarit+Sants+C%2F+de+Sants%2C+105+Barcelona,"C/ de Sants, 105",08014,Sants
441,Asador de Lugo,Spanish,,,https://www.google.com/maps/search/?api=1&query=Asador+de+Lugo+C%2F+de+Joan+G%C3%BCell%2C+45+Barcelona,"C/ de Joan Güell, 45",08028,Sants
442,O'Rincón da Terra,Spanish,,,https://www.google.com/maps/search/?api=1&query=O%27Rinc%C3%B3n+da+Terra+C%2F+de+Sants%2C+180+Barcelona,"C/ de Sants, 180",08028,Sants
443,Bodega Salvat,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bodega+Salvat+C%2F+de+Galileu%2C+30+Barcelona,"C/ de Galileu, 30",08028,Sants
444,La Cuina de l'Avia,Catalan,,,https://www.google.com/maps/search/?api=1&query=La+Cuina+de+l%27Avia+C%2F+Gran+de+Sant+Andreu%2C+110+Barcelona,"C/ Gran de Sant Andreu, 110",08030,Sant Andreu
445,El Celler de Sant Andreu,Catalan,,,https://www.google.com/maps/search/?api=1&query=El+Celler+de+Sant+Andreu+C%2F+Gran+de+Sant+Andreu%2C+80+Barcelona,"C/ Gran de Sant Andreu, 80",08030,Sant Andreu
446,Can Joanet,Catalan,,,https://www.google.com/maps/search/?api=1&query=Can+Joanet+Pl.+del+Comer%C3%A7%2C+5+Barcelona,"Pl. del Comerç, 5",08030,Sant Andreu
447,La Perla del Born,Seafood,,,https://www.google.com/maps/search/?api=1&query=La+Perla+del+Born+C%2F+Gran+de+Sant+Andreu%2C+145+Barcelona,"C/ Gran de Sant Andreu, 145",08030,Sant Andreu
448,Bar El Roble,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+El+Roble+C%2F+de+Joan+Torras%2C+55+Barcelona,"C/ de Joan Torras, 55",08030,Sant Andreu
449,Can Maño Nou Barris,Catalan,,,https://www.google.com/maps/search/?api=1&query=Can+Ma%C3%B1o+Nou+Barris+C%2F+de+Viladrosa%2C+35+Barcelona,"C/ de Viladrosa, 35",08042,Nou Barris
450,El Mirador de Nou Barris,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=El+Mirador+de+Nou+Barris+Pg.+de+Fabra+i+Puig%2C+300+Barcelona,"Pg. de Fabra i Puig, 300",08042,Nou Barris
451,Restaurant La Llanterna,Catalan,,,https://www.google.com/maps/search/?api=1&query=Restaurant+La+Llanterna+C%2F+de+Viladrosa%2C+80+Barcelona,"C/ de Viladrosa, 80",08042,Nou Barris
452,Bar Cal Jordi,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+Cal+Jordi+C%2F+de+Canyelles%2C+20+Barcelona,"C/ de Canyelles, 20",08042,Nou Barris
453,Can Travi Vell,Catalan,https://gruptravi.com/,+34 934280301,https://www.google.com/maps/search/?api=1&query=Can+Travi+Vell+C%2F+de+Jorge+Manrique%2C+10+Barcelona,"C/ de Jorge Manrique, 10",08035,Horta-Guinardó
454,Restaurant La Masia de Horta,Catalan,,,https://www.google.com/maps/search/?api=1&query=Restaurant+La+Masia+de+Horta+C%2F+de+Campoamor%2C+5+Barcelona,"C/ de Campoamor, 5",08024,Horta-Guinardó
455,El Racó d'en Paco,Catalan,,,https://www.google.com/maps/search/?api=1&query=El+Rac%C3%B3+d%27en+Paco+C%2F+del+Carmel%2C+75+Barcelona,"C/ del Carmel, 75",08024,Horta-Guinardó
456,Bar La Font,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bar+La+Font+C%2F+de+Dante+Alighieri%2C+30+Barcelona,"C/ de Dante Alighieri, 30",08032,Horta-Guinardó
457,Restaurant La Terrassa del Guinardó,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Restaurant+La+Terrassa+del+Guinard%C3%B3+C%2F+de+M%C3%BChlberg%2C+15+Barcelona,"C/ de Mühlberg, 15",08024,Horta-Guinardó
458,Ca l'Estevet Sagrada Família,Catalan,,,https://www.google.com/maps/search/?api=1&query=Ca+l%27Estevet+Sagrada+Fam%C3%ADlia+C%2F+de+Padilla%2C+210+Barcelona,"C/ de Padilla, 210",08013,Sagrada Família
459,El Gran Café Sagrada Família,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=El+Gran+Caf%C3%A9+Sagrada+Fam%C3%ADlia+C%2F+de+Sardenya%2C+250+Barcelona,"C/ de Sardenya, 250",08013,Sagrada Família
460,Pizzeria Italiana Sagrada,Italian,,,https://www.google.com/maps/search/?api=1&query=Pizzeria+Italiana+Sagrada+C%2F+de+Marina%2C+180+Barcelona,"C/ de Marina, 180",08013,Sagrada Família
461,El Fogón de Sicília,Spanish,,,https://www.google.com/maps/search/?api=1&query=El+Fog%C3%B3n+de+Sic%C3%ADlia+C%2F+de+Sic%C3%ADlia%2C+265+Barcelona,"C/ de Sicília, 265",08025,Sagrada Família
